qual,dp
4.64,16
4.48,53
4.51,43
4.56,84
4.84,74
4.42,10
4.47,23
4.6,63
4.56,25
4.72,8
4.43,54
4.39,43
4.29,46
4.27,47
4.17,15
4.63,18
4.1,10
4,97
4.96,27
4.14,66
4.41,91
4.31,21
4.46,19
4.94,12
4.05,6
4.42,3
4.5,16
4.59,7
4.05,7
4.32,14
4.5,14
4.58,23
4.37,62
4.13,7
4.19,21
4.31,16
4.2,19
4.46,15
4.39,10
4.9,263
4.56,9
4.04,51
4.7,29
4.17,17
4.49,28
4.94,250
4.1,86
4.39,4
4.45,33
4.69,158
4.81,79
4.32,76
4.51,17
4.52,18
4.29,10
4.19,320
4.1,9
4,36
4.79,76
4.7,28
4.52,22
4.04,22
4.13,15
4.97,8
4.07,3
4.46,108
4.92,4
4.57,20
4.79,4
4.64,54
4.66,13
4.52,13
4.59,8
4.23,28
4.14,6
4.71,8
4.13,13
4.61,17
4.28,8
4.31,206
4.27,55
4.84,70
4.64,7
4.2,3
4.18,140
4.7,13
4.1,29
4.23,11
4.23,78
4.08,9
4.16,7
4.11,132
4.58,34
4.04,64
4.97,176
4.81,42
4.89,15
4.34,10
4.3,4
4.79,11
4.2,5
4.32,27
4.01,5
4.39,57
4.44,5
4.09,13
4,10
4.54,18
4.22,9
4.05,39
4.99,6
4.6,26
4.35,4
4.33,22
4.31,7
4.6,6
4.38,139
4.71,8
4.78,14
4.86,7
4.43,5
4.31,6
4.09,11
4.66,10
4.9,56
4.1,16
4.46,15
4.8,20
4.33,4
4.86,96
4.59,7
4.99,61
4.9,32
4.38,6
4.78,3
4.45,15
4.63,119
4.6,47
4.14,15
4.58,533
4.29,18
4.42,60
4.57,86
4.44,17
4.44,22
4.56,15
4.28,4
4.71,28
4.29,60
4,4
4.63,9
4,9
4.58,531
4.86,73
4.76,288
4.82,36
4.19,39
4.63,13
4.45,10
4.66,21
4.96,6
4.44,29
4.99,9
4.66,8
4.64,3
4.28,250
4.25,19
4.34,61
4.28,22
4.42,21
4.25,6
4.89,59
4.55,16
4.96,6
4.07,19
4.72,15
4.2,13
4.9,56
4.71,19
4.29,4
4.27,10
4.88,2
4.47,63
4.1,8
4.28,7
4.99,30
4.02,7
4.96,11
4.78,38
4.13,7
4.2,18
4.76,78
4.69,30
4.24,10
4.54,60
4.19,69
4.2,42
4.43,14
4.3,5
4.01,5
4.82,29
4.5,10
4.87,12
4.8,10
4.94,4
4.31,9
4.82,9
4.93,11
4.31,13
4.71,14
4.2,26
4.03,23
4.45,9
4.78,3
4.5,14
4.12,11
4.81,32
4.14,2
4.58,45
4.44,17
4.31,46
4.27,24
4.4,57
4.84,38
4.05,6
4.24,8
4.02,3
4.32,6
4.89,16
4.11,3
4.03,14
4.97,6
4.97,29
4.26,17
4,12
4.2,31
4.97,5
4.47,70
4.79,5
4.74,25
4.26,10
4.08,7
4.49,5
4.84,6
4.12,352
4.36,10
4.86,42
4.78,5
4.84,3
4.82,18
4.43,29
4.63,20
4.43,9
4.63,27
4.81,14
4.4,11
4.61,37
4.01,4
4.84,5
4.73,8
4.2,25
4.14,2
4,30
4.22,13
4.55,11
4.75,98
4.14,3
4.61,20
4.49,17
4.32,14
4.41,27
4.29,10
4.04,6
4.84,4
4.2,10
4.23,34
4.99,16
4.33,153
4.96,396
4.78,4
4.02,19
4.64,11
4.16,8
4.58,24
4.36,9
4.79,52
4.08,7
4.22,19
4.97,10
4.02,5
4.17,39
4.7,59
4.19,35
4.05,48
4.21,7
4.53,34
4.81,30
4.44,8
4.01,38
4.96,26
4.14,32
4.2,24
4.31,17
4.3,6
4.2,2
4.08,9
4.47,29
4.15,8
4.34,5
4.65,23
4.39,6
4.78,16
4.96,6
4.76,18
4.24,14
4.65,45
4.1,21
4.53,13
4.01,9
4.14,5
4.9,16
4.67,7
4.36,4
4.58,12
4.32,4
4.44,48
4.71,15
4.6,8
4.85,5
4.01,3
4.65,17
4.23,18
4.26,39
4.67,6
4.96,6
4.97,90
4.92,27
4.39,4
4.72,11
4.65,20
4.17,16
4.81,47
4.42,15
4.93,19
4.27,13
4.78,38
4.44,4
4.64,9
4.19,51
4.07,22
4.73,51
4.26,3
4.74,17
4.52,12
4.99,179
4.6,4
4.41,6
4.01,13
4.99,25
4.84,2
4.63,12
4.02,12
4.13,9
4.53,19
4.73,12
4.12,10
4.01,6
4.96,6
4.72,11
4.51,24
4.38,3
4.63,7
4.49,9
4.67,20
4.27,4
4.27,34
4.24,3
4.01,5
4.37,25
4.14,5
4.42,17
4.21,7
4.46,22
4.69,12
4.24,17
4.01,14
4.92,25
4.09,18
4.38,3
4.86,15
4.56,58
4.94,14
4.09,6
4.67,8
4.81,7
4.01,9
4.5,14
4.72,49
4.95,7
4.69,7
4.47,7
4.25,89
4.03,46
4.8,9
4.2,12
4.05,9
4.1,36
4.74,15
4.59,5
4.4,3
4.38,6
4.27,13
4.61,17
4.91,13
4.73,63
4.04,7
4.3,18
4.41,6
4.76,65
4.09,34
4.44,88
4.83,101
4.21,2
4.36,46
4.12,29
4.29,6
4.63,37
4.74,35
4.92,38
4.96,7
4.5,106
4.05,5
4.46,24
4.19,8
4.95,20
4.43,3
4.02,8
4.9,6
4.77,24
4.84,2
4.53,7
4.42,25
4.95,14
4.65,8
4.39,22
4.97,6
4.01,5
4.33,20
4.71,18
4.42,92
4.1,26
4.18,26
4,10
4.46,48
4.18,40
4.99,12
4.01,5
4.75,17
4.17,41
4.27,23
4.03,6
4.21,4
4.61,69
4.34,50
4.19,11
4.54,42
4.37,23
4.5,44
4.25,6
4.3,7
4.52,193
4.24,3
4.2,6
4.96,12
4.56,22
4.76,78
4.96,9
4.97,11
4.05,17
4.65,7
4.41,27
4.48,5
4.32,36
4.57,21
4.62,2
4.02,13
4.03,33
4.85,32
4.04,5
4.48,11
4.48,8
4.07,17
4.61,24
4.54,18
4.31,12
4.49,5
4.54,11
4.17,29
4.1,17
4.75,44
4.03,9
4.97,24
4.21,16
4.07,11
4.8,5
4.69,94
4.78,37
4.61,4
4.02,19
4.6,11
4.09,31
4.31,16
4.8,10
4.03,12
4.35,31
4.61,5
4.95,35
4.51,50
4.66,28
4.86,3
4.32,21
4.65,25
4.41,59
4.86,181
4.48,38
4.74,33
4.66,17
4.47,8
4.77,21
4.72,15
4.79,6
4.42,5
4.45,19
4.72,105
4.84,18
4.93,7
4.65,14
4.39,3
4.82,15
4.01,5
4.25,8
4.11,17
4.07,22
4.74,217
4.03,14
4.12,23
4.92,4
4.17,15
4.13,9
4.92,48
4.13,32
4.47,4
4.9,59
4.29,3
4.31,13
4.87,35
4.04,46
4.53,25
4.48,105
4.34,9
4.96,4
4.7,29
4.31,6
4.96,27
4.83,16
4.2,2
4.62,11
4.12,10
4.01,11
4.73,37
4.41,5
4.4,20
4.37,11
4.14,7
4.29,439
4.27,4
4.31,9
4.37,9
4.58,6
4.59,22
4.6,49
4.4,38
4.62,30
4.55,11
4.96,12
4.06,19
4.58,5
4.66,50
4.66,24
4.47,18
4.38,3
4.53,4
4.38,11
4.05,4
4.85,4
4.2,26
4.4,11
4.48,8
4.58,11
4.86,84
4.3,14
4.42,5
4.15,30
4.12,5
4.26,62
4.86,37
4.79,6
4.73,11
4.89,8
4.14,22
4.38,14
4.6,9
4.96,11
4.61,10
4.35,6
4.1,8
4.26,32
4.67,6
4.86,2
4.51,31
4.72,7
4.02,11
4.05,27
4.35,39
4.44,10
4.01,13
4.98,18
4.92,26
4.72,108
4.73,7
4.14,41
4.71,16
4.89,4
4.74,18
4.81,7
4.86,10
4.43,7
4.85,8
4.17,8
4.11,9
4.97,6
4.51,59
4.18,14
4.46,145
4.71,48
4.4,19
4.01,208
4.68,22
4.25,17
4.78,7
4.62,53
4.32,7
4.33,64
4.28,10
4.49,6
4.59,5
4.49,3
4.25,6
4.28,41
4.53,131
4.49,129
4.26,33
4.53,7
4.11,6
4.05,23
4.17,13
4.33,9
4.32,12
4.49,24
4,7
4.67,208
4.94,10
4.77,32
4.41,15
4.86,63
4.05,16
4.91,3
4.92,23
4.03,18
4.41,11
4.59,51
4.96,6
4.85,4
4.06,10
4.13,7
4.7,10
4.89,123
4.65,15
4.34,6
4.65,8
4.22,234
4.75,36
4.77,7
4.79,13
4.45,8
4.24,52
4.67,34
4.91,26
4.8,14
4.08,11
4.69,66
4.94,22
4.55,308
4.52,4
4.72,8
4.5,5
4.24,52
4.56,8
4.78,6
4.78,2
4.42,9
4.85,46
4.95,18
4.71,7
4.97,32
4.78,32
4.44,13
4.67,13
4.59,19
4.46,4
4.31,31
4.78,9
4.83,60
4.97,9
4.84,9
4.82,17
4.56,76
4.2,8
4.54,14
4.14,3
4.07,8
4.31,7
4.92,4
4.63,59
4.08,10
4.29,6
4.4,7
4.66,103
4.65,10
4.4,81
4.16,7
4.09,8
4.15,19
4.29,6
4.11,15
4.23,9
4.57,22
4.74,20
4.2,17
4.78,53
4.16,18
4.86,66
4.08,49
4.96,19
4.22,3
4.62,4
4.29,3
4.17,55
4.09,8
4.72,18
4.04,22
4.4,8
4.94,14
4.32,73
4.92,13
4.23,9
4.21,10
4.76,28
4.48,12
4,78
4.27,12
4.58,6
4.83,23
4.6,4
4.11,14
4.26,33
4.16,14
4.07,19
4.78,8
4.72,8
4.32,38
4.8,6
4.82,46
4.08,5
4.96,8
4.24,22
4.66,12
4.74,34
4,25
4.99,25
4.62,2
4.78,14
4.73,5
4.16,20
4.98,22
4.96,8
4.02,31
4.81,81
4.32,6
4.49,5
4.86,7
4.21,69
4.5,16
4.18,13
4.08,9
4.53,19
4.03,51
4.75,87
4.22,5
4.07,12
4.44,89
4.65,13
4.06,11
4.92,19
4.67,107
4.63,23
4.07,193
4.3,48
4.93,12
4,32
4.21,48
4.85,20
4.29,20
4.8,29
4.47,5
4.49,20
4.04,11
4.78,32
4.86,12
4.28,54
4.21,19
4.64,13
4.48,7
4.25,14
4.78,13
4.41,31
4.86,10
4.63,27
4.44,9
4.69,19
4.2,20
4.42,3
4.96,4
4.08,47
4.04,4
4.18,36
4.13,13
4.62,3
4.15,45
4.91,4
4.2,16
4.01,6
4.33,47
4.87,13
4.94,20
4.04,9
4.5,24
4.01,5
4.03,12
4.99,9
4.7,24
4.15,9
4.87,25
4.16,17
4.42,4
4.04,24
4.76,186
4.1,21
4.45,20
4.75,72
4.95,30
4.8,6
4.15,7
4.81,8
4.75,11
4.68,8
4.35,44
4.81,51
4.32,14
4.84,5
4.43,3
4.5,7
4.73,15
4.45,10
4.65,7
4.78,9
4.48,33
4.16,9
4.32,9
4.05,42
4.19,21
4.31,6
4.62,12
4.53,37
4.26,8
4.77,7
4.67,18
4.32,15
4.97,4
4.24,3
4.97,31
4.78,13
4.33,3
4.06,8
4.36,9
4.99,33
4.85,25
4.35,66
4.46,23
4.52,27
4.42,44
4.51,41
4.56,24
4.74,23
4.34,14
4.36,89
4.29,3
4.62,2
4.49,105
4.31,23
4.3,21
4.79,77
4.64,24
4.68,16
4.14,5
4.16,6
4.78,13
4.69,86
4.88,5
4.33,16
4.35,5
4.49,6
4.87,39
4.31,8
4.08,21
4.23,25
4.75,17
4.07,99
4.25,8
4.45,108
4.14,2
4.42,29
4.63,17
4.49,5
4.47,35
4.88,13
4.83,4
4.96,7
4.08,8
4.84,6
4.14,13
4.2,20
4.24,16
4.15,16
4.41,19
4.28,89
4.45,47
4.64,16
4.22,20
4.27,13
4.84,12
4.38,21
4.59,6
4.26,35
4.32,6
4.62,2
4.13,19
4.83,149
4.48,3
4.3,23
4.38,7
4.62,78
4.59,20
4.53,6
4.45,14
4.52,9
4.79,20
4.29,4
4.42,7
4.28,7
4.64,5
4.14,12
4.93,30
4.59,14
4.97,177
4.7,94
4.78,8
4.22,58
4.45,10
4.17,9
4.86,13
4.28,4
4.61,11
4.04,108
4.14,35
4.59,19
4.01,12
4.84,19
4.08,27
4.7,12
4.06,6
4.09,25
4.24,8
4.99,26
4.07,25
4.67,35
4.78,5
4.96,48
4.95,6
4.52,10
4.81,26
4.07,8
4.79,16
4.22,10
4.95,3
4.78,43
4.6,17
4.58,6
4.29,6
4.1,9
4.75,132
4.85,3
4.65,65
4.6,29
4.37,14
4.08,23
4.24,4
4.4,11
4.77,8
4.98,34
4.26,30
4.89,9
4.11,6
4.77,9
4.12,44
4.44,33
4.92,4
4.3,13
4.29,11
4.84,17
4.43,22
4.37,7
4.94,18
4.98,42
4.01,5
4.75,131
4.81,63
4.3,19
4.27,5
4.38,20
4.8,7
4.1,17
4.59,16
4.71,32
4.04,31
4.38,3
4.29,5
4.44,7
4.31,6
4.05,19
4.25,22
4.52,31
4.46,17
4.38,20
4.37,127
4.66,46
4.24,34
4.18,12
4.32,13
4.14,56
4.31,249
4.65,34
4.33,24
4.61,5
4.71,8
4.97,266
4.38,6
4.93,4
4.04,195
4.14,29
4.65,18
4.01,8
4.46,11
4.65,93
4.44,5
4.63,44
4.93,5
4.56,124
4.93,8
4,12
4.44,6
4.37,9
4.58,7
4.49,15
4.29,8
4.52,55
4.84,2
4.86,3
4.62,19
4.12,10
4.22,9
4.92,77
4.14,3
4.15,19
4.8,8
4.44,180
4.49,12
4.99,9
4.73,13
4.75,10
4.54,116
4.22,5
4.69,10
4.77,22
4.25,22
4.64,5
4.82,6
4.67,7
4.39,45
4.96,32
4.49,10
4.59,22
4.74,5
4.48,5
4.62,10
4.47,75
4.76,24
4.28,7
4.68,7
4.48,11
4.35,23
4.94,4
4.19,7
4.89,66
4.24,4
4.69,40
4.48,8
4.41,29
4.65,9
4.47,86
4.47,13
4.6,23
4.88,7
4.19,14
4,17
4.28,11
4.32,7
4.16,9
4.02,32
4.52,10
4.31,6
4.04,8
4.08,20
4.96,6
4.87,10
4.16,30
4.24,60
4.01,19
4.42,25
4.99,33
4.65,35
4.06,11
4.78,5
4.98,18
4.31,7
4.84,3
4.76,13
4.13,39
4.43,18
4.28,27
4.28,25
4.03,5
4.29,18
4.68,47
4.04,12
4.41,14
4.42,4
4.98,3
4.28,110
4.49,5
4.28,4
4.19,28
4.27,86
4.49,10
4.76,25
4.24,16
4.94,388
4.67,20
4.41,50
4.05,21
4.1,8
4.21,19
4.47,45
4.86,72
4.5,52
4.21,2
4.15,19
4.84,14
4.7,36
4.45,121
4.74,4
4.57,9
4.76,60
4.68,41
4.28,6
4.06,31
4.25,60
4.39,78
4.04,7
4.2,10
4.18,13
4.29,25
4.48,26
4.65,5
4.53,45
4.25,37
4.49,31
4.8,7
4.03,10
4.2,195
4.36,179
4.43,6
4.46,9
4.36,101
4.43,13
4.32,2
4.78,54
4.78,54
4.38,36
4.24,10
4.08,8
4.01,5
4.9,12
4.39,17
4.31,7
4.3,5
4.78,6
4.43,3
4.34,24
4.96,9
4.95,69
4.04,8
4.07,39
4.9,6
4.93,49
4.3,277
4.78,11
4.82,12
4.22,11
4.45,17
4.17,60
4.27,115
4.21,32
4.19,57
4.05,10
4.8,17
4.91,7
4.21,33
4.07,14
4.12,19
4.31,12
4.44,5
4.91,25
4.45,8
4.67,9
4.06,30
4.04,134
4.32,53
4.82,43
4.28,13
4.71,47
4.13,8
4.41,9
4.42,8
4.75,7
4.19,16
4.26,15
4.7,120
4.72,164
4.73,9
4.82,84
4.22,9
4.88,26
4.03,30
4.06,9
4.16,9
4.63,23
4.38,16
4.16,30
4.05,60
4.65,21
4.41,9
4.04,123
4.93,19
4.89,12
4.26,13
4.25,29
4.23,10
4.69,43
4.53,91
4.42,7
4.38,35
4.16,47
4.74,41
4.07,10
4.71,32
4.93,5
4.46,5
4.98,4
4.01,6
4.94,38
4.77,67
4.91,4
4.64,5
4.08,7
4.02,25
4.31,37
4.88,17
4.77,40
4.33,14
4.16,8
4.26,16
4.43,22
4.34,10
4.98,4
4.66,12
4.67,156
4.93,9
4.15,15
4.71,8
4.97,24
4.76,11
4.29,147
4.15,17
4.94,8
4.35,120
4.3,4
4.42,23
4.52,10
4.2,11
4.31,61
4.13,15
4.26,9
4.25,7
4.86,48
4.1,6
4.68,70
4.4,6
4.63,9
4.16,14
4.81,14
4.1,79
4.37,4
4.69,47
4.8,14
4.88,4
4.93,67
4.89,96
4.62,7
4.45,3
4.41,53
4.72,10
4.63,6
4.44,4
4.33,29
4.35,5
4.46,46
4.99,58
4.49,118
4.42,6
4.24,18
4.62,2
4.44,4
4.51,13
4.25,19
4.55,11
4.14,5
4.04,22
4.48,6
4.36,23
4,29
4.76,7
4.48,16
4.85,7
4.2,97
4.93,22
4.3,39
4.37,15
4.31,6
4.41,30
4.12,46
4.37,10
4.59,89
4.96,8
4.07,39
4.49,6
4.69,73
4.91,17
4.5,48
4.38,12
4.5,27
4.14,3
4.48,20
4.87,4
4.01,5
4.99,32
4.28,21
4.24,21
4.71,12
4.73,13
4.64,10
4.07,37
4.48,141
4.55,15
4.94,41
4.23,22
4.43,6
4.07,9
4.27,34
4.95,3
4.49,30
4.59,33
4.9,6
4.97,15
4.81,201
4.35,6
4.37,19
4.89,37
4.22,34
4.8,34
4.74,42
4.29,7
4.03,4
4.96,37
4.77,32
4.56,106
4.15,19
4.39,29
4.86,10
4.79,17
4.85,21
4.71,17
4.66,9
4.8,34
4,5
4.12,5
4.27,38
4.07,11
4.5,8
4.91,13
4.56,47
4.54,5
4.59,19
4.33,30
4,13
4.49,13
4.37,11
4.16,6
4.5,6
4.42,5
4.95,7
4.48,9
4.19,31
4.8,6
4.19,19
4.35,8
4.62,24
4.53,16
4.86,5
4.95,7
4.27,61
4.83,19
4.91,6
4.31,7
4.59,41
4.29,107
4.2,10
4.63,48
4.5,8
4.12,5
4.48,5
4.55,6
4.27,4
4.31,32
4.52,12
4.39,43
4.62,11
4.2,4
4.32,6
4.24,48
4.22,141
4.49,10
4.14,9
4.22,4
4.72,43
4.37,22
4.88,12
4.66,56
4.03,10
4.64,11
4.56,25
4.9,17
4.56,11
4.5,14
4.21,10
4.08,36
4.03,55
4.43,18
4.84,15
4.4,99
4.93,79
4.27,5
4.91,31
4.27,5
4.55,102
4.21,9
4.44,9
4.89,129
4.07,31
4.65,13
4.35,5
4.91,8
4.68,78
4.79,2
4.93,14
4.95,10
4.95,20
4.17,7
4.16,44
4.77,19
4.81,64
4.4,26
4.27,30
4.8,15
4.85,5
4.27,8
4.43,45
4.94,12
4.61,28
4.06,77
4.29,105
4.02,7
4.89,5
4.77,37
4.2,3
4.66,38
4.2,2
4.18,18
4.97,24
4.57,11
4.57,19
4.07,11
4.84,4
4.71,5
4.08,15
4.31,7
4.6,12
4.52,14
4.01,44
4.1,8
4.41,46
4.96,6
4.63,46
4.51,18
4.01,5
4.28,10
4.11,26
4.99,17
4.43,62
4.41,9
4.67,7
4.52,15
4.12,25
4.85,4
4.37,41
4.94,44
4.66,37
4.54,60
4.65,15
4.74,47
4.79,112
4.43,6
4.73,11
4.2,3
4.46,8
4.23,5
4.84,16
4.6,17
4.76,9
4.42,5
4.77,23
4.67,17
4.42,30
4.25,11
4.43,4
4.85,14
4,42
4.28,20
4.53,28
4.82,6
4.88,2
4.55,12
4.22,88
4.71,13
4.16,9
4.04,12
4.27,25
4.54,13
4.66,53
4.56,140
4.59,78
4.17,17
4.92,4
4.08,20
4.43,31
4.95,9
4.09,188
4.56,4
4.41,30
4.14,18
4.86,10
4.6,20
4.15,20
4.4,17
4.39,13
4.38,24
4.59,17
4.07,155
4.49,5
4.68,41
4.42,11
4.87,20
4.24,15
4.45,16
4.49,5
4.45,27
4.86,69
4.76,152
4.36,12
4.38,10
4.28,18
4.66,27
4.43,47
4.26,14
4.66,15
4.44,91
4.08,44
4.4,10
4.54,25
4.72,24
4.24,29
4.27,10
4.16,5
4.44,7
4.41,13
4.02,14
4.12,79
4.3,6
4.43,23
4.62,15
4.52,27
4.79,26
4.88,50
4.74,13
4.78,10
4.03,6
4.75,9
4.32,50
4.53,5
4.74,21
4.15,5
4.73,11
4.75,77
4.48,9
4.72,38
4.08,6
4.13,51
4.15,5
4.15,19
4.02,26
4.32,11
4.45,47
4.71,5
4.73,39
4.31,6
4.56,34
4.1,7
4.02,7
4.01,10
4.03,16
4.51,12
4.25,9
4.49,233
4.81,75
4.59,15
4.76,19
4.73,13
4.09,9
4.56,12
4.73,23
4.38,78
4.61,11
4.62,61
4.5,15
4.65,5
4.71,29
4.38,5
4.36,9
4.37,3
4.38,45
4.56,4
4.64,7
4.37,37
4.74,30
4.68,9
4.09,173
4.69,40
4.55,38
4.79,33
4.61,16
4.51,75
4.2,2
4.64,7
4.75,100
4.3,13
4.52,10
4.21,3
4.98,18
4.92,40
4.2,3
4.91,18
4.42,3
4.69,28
4.62,2
4.84,2
4.58,6
4.2,7
4.45,6
4.1,11
4.25,7
4.09,8
4.47,15
4.01,6
4.48,47
4.21,7
4.01,18
4.65,7
4.48,9
4.33,10
4.94,247
4.51,12
4.81,12
4.52,13
4.58,9
4.96,90
4.49,3
4.01,55
4.07,43
4.36,31
4.31,6
4.4,11
4.42,11
4.48,15
4.88,14
4.08,20
4.17,11
4.66,37
4.6,50
4.1,13
4.21,29
4.05,11
4.9,10
4.12,33
4.65,13
4.08,6
4.04,10
4.05,30
4.14,108
4.01,131
4.14,11
4.48,7
4.37,3
4.44,156
4.42,26
4.96,31
4.31,45
4.64,70
4.01,59
4.23,88
4.42,2
4.61,14
4.32,6
4.9,7
4.09,11
4.9,7
4.78,64
4,20
4.02,34
4.26,6
4.24,17
4.44,13
4.69,23
4.6,16
4.39,4
4.59,4
4.4,3
4.93,7
4.21,4
4.92,5
4.44,6
4.82,6
4.99,40
4.49,54
4.07,196
4.56,16
4.84,67
4.78,5
4.53,13
4.74,154
4.67,112
4.88,2
4.18,119
4.8,12
4.59,30
4.61,38
4.07,11
4.99,8
4.94,17
4.3,27
4.58,75
4.16,33
4.49,54
4.07,38
4.13,8
4.54,34
4.62,3
4.32,95
4.01,32
4.01,25
4.98,11
4.97,6
4.88,10
4.31,6
4.22,13
4.61,115
4.56,25
4.21,26
4.83,102
4.22,37
4.7,22
4.89,10
4.81,12
4.11,25
4.47,5
4.45,18
4.59,25
4.69,7
4.16,16
4.97,7
4.66,7
4.92,19
4.62,7
4.08,24
4.41,62
4.52,89
4.56,65
4.71,12
4.98,10
4.29,34
4.49,14
4.74,24
4.26,8
4.74,67
4.16,41
4.15,11
4.6,98
4.61,6
4.39,5
4.67,7
4.49,10
4.57,57
4.2,22
4,6
4.32,13
4.36,31
4.08,6
4.31,9
4.84,5
4.6,9
4.62,8
4.39,10
4.02,3
4.32,7
4.83,34
4.95,139
4.2,6
4.96,27
4.01,32
4,7
4.58,44
4.3,24
4.31,6
4.82,10
4.96,10
4.14,17
4.58,5
4.75,7
4.14,9
4.64,11
4.86,53
4.41,27
4.42,14
4.8,36
4.55,262
4.83,71
4.43,8
4.83,97
4.77,7
4.36,12
4.72,28
4.49,61
4.14,2
4.1,39
4.22,132
4.35,11
4.99,12
4.88,28
4.05,37
4.69,36
4.95,194
4.6,5
4.26,7
4.34,103
4.56,9
4.66,10
4.76,17
4.22,12
4.08,13
4.47,138
4.97,9
4.16,13
4.43,391
4.17,25
4.46,37
4.62,5
4.33,4
4.76,24
4.12,14
4.84,16
4.78,14
4.37,26
4.55,62
4.51,21
4.63,5
4.2,13
4.56,83
4.12,27
4.11,23
4.02,7
4.93,113
4.71,10
4.24,33
4,89
4.51,11
4.16,6
4.1,6
4.35,12
4.15,30
4.62,4
4.21,17
4.49,14
4.39,17
4.58,6
4.24,10
4.85,24
4.24,43
4.41,4
4.46,8
4.39,28
4.01,5
4.26,11
4.99,294
4.98,9
4.18,27
4.68,19
4.67,7
4.45,420
4.47,3
4.72,6
4.57,37
4.86,43
4.32,7
4.71,31
4.14,34
4.02,29
4.24,11
4.42,5
4.62,3
4.8,5
4.72,6
4.35,4
4.74,41
4.4,144
4.77,41
4.11,29
4.49,6
4.86,16
4.03,14
4.04,18
4.37,85
4.06,17
4.92,59
4.77,28
4.55,119
4.33,8
4.77,36
4.63,69
4.56,6
4.19,22
4.46,9
4.43,6
4.14,16
4.7,7
4.63,67
4.12,15
4.98,65
4.45,5
4.05,113
4.35,4
4.77,7
4.42,10
4.08,9
4.8,27
4.8,177
4.55,14
4.27,4
4.13,7
4.55,11
4.02,5
4.68,57
4.84,7
4.94,3
4.35,19
4.73,64
4.3,46
4.75,81
4.42,6
4.2,13
4.77,15
4.05,25
4.03,6
4.16,145
4.57,9
4.41,132
4.19,39
4.52,31
4.15,9
4.8,13
4.63,21
4.25,25
4.4,30
4.44,81
4.74,16
4.49,5
4.21,10
4.9,16
4.92,24
4.9,24
4.21,16
4.03,8
4.78,6
4.96,32
4.28,60
4.94,7
4.01,7
4.05,7
4.53,43
4.55,7
4.48,7
4.78,6
4.33,5
4,17
4.77,15
4.46,201
4.87,13
4.43,10
4.63,35
4.75,414
4.45,6
4.22,4
4.08,9
4.84,4
4.61,16
4.29,5
4.3,26
4.93,24
4.7,8
4.62,33
4.97,188
4.12,13
4.36,26
4.84,130
4.33,16
4.09,7
4.42,7
4.18,48
4.18,12
4.34,61
4.36,4
4.05,33
4.6,4
4.02,5
4.94,23
4.57,55
4.11,6
4.33,4
4.21,83
4.93,5
4.26,4
4.01,19
4.63,9
4.1,141
4.54,6
4.37,9
4.66,12
4.18,24
4.5,18
4.95,7
4.4,22
4.72,12
4.62,2
4.29,6
4.38,47
4.61,12
4.37,9
4.37,6
4.76,24
4.08,85
4.07,60
4.42,15
4.53,20
4.28,60
4.31,190
4.42,16
4.9,5
4.77,9
4.48,21
4,11
4.19,17
4.7,14
4.97,57
4.85,33
4.24,4
4.1,41
4.36,14
4.31,64
4.69,8
4.14,5
4.41,9
4.8,31
4.38,4
4.56,7
4.37,4
4.72,100
4.4,30
4.83,6
4.14,9
4.37,8
4.83,14
4.96,9
4.44,4
4.01,5
4.97,21
4.67,51
4.92,49
4.29,9
4.75,37
4.29,4
4.35,9
4.1,23
4.65,8
4.06,7
4.31,6
4.51,19
4.15,7
4.5,16
4.62,5
4.86,4
4.3,342
4.48,3
4.73,8
4.42,13
4.47,48
4.76,5
4.71,9
4.08,33
4.42,5
4.98,257
4.58,7
4.88,2
4.03,25
4.93,8
4.42,5
4.96,5
4.88,15
4.62,2
4.28,10
4.96,288
4.46,4
4.83,12
4.85,283
4.45,15
4.21,21
4.01,12
4.15,2
4.88,15
4.92,13
4.3,20
4.04,8
4.01,6
4.58,6
4.09,63
4.09,42
4.96,7
4.14,2
4.87,7
4.72,27
4.86,9
4.5,14
4.3,22
4.84,3
4.62,114
4.94,19
4.74,110
4.66,21
4.21,24
4.21,4
4.08,22
4.45,28
4.09,25
4.48,5
4.53,16
4.88,37
4.71,6
4.85,19
4.65,10
4.73,10
4.32,13
4.45,6
4.38,27
4.5,38
4.11,18
4.19,50
4.59,17
4.3,15
4.16,22
4.03,50
4.07,13
4.24,8
4.75,15
4.78,40
4.2,3
4.87,23
4.14,16
4.22,63
4.99,5
4.16,11
4.14,5
4.29,4
4.95,50
4.44,14
4.7,6
4.53,14
4.94,33
4.99,8
4.21,16
4.31,43
4.78,5
4.49,12
4.11,60
4.96,61
4.08,4
4.17,16
4.3,12
4.04,5
4.02,21
4.96,6
4.37,20
4.44,21
4.04,88
4.02,12
4.31,8
4.69,6
4.7,54
4.8,13
4.63,12
4.02,59
4.63,14
4.74,49
4.74,8
4.35,5
4.52,25
4.13,12
4.72,17
4.54,19
4.97,14
4.35,4
4.44,5
4.73,6
4.86,14
4.43,29
4.66,217
4.82,12
4.06,71
4.67,8
4.08,43
4.42,32
4.54,7
4.6,98
4.86,56
4.15,17
4.36,47
4.01,32
4.77,57
4.16,62
4.78,24
4.58,6
4.85,17
4.87,7
4.88,4
4.35,4
4.58,39
4.71,18
4.93,6
4.01,4
4.67,12
4.71,29
4.14,4
4.01,9
4.43,166
